"id","name","description","name","description","price","image"
cecc15e6-2f86-4967-9728-9cda2c3aa522,Starters - Non-Vegetarian,Non-Vegetarian,Tandoori Chicken,"Marinated in spicy yoghurt mix (ginger, garlic, spices). Charred crust.",13.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298766247_curry_chicken.png?alt=media&token=4d86c5b2-c643-41e0-b307-f19efe52f568
"9a3ea5bc-4291-45fd-8b57-3b2b3f492bbd",Starters - Vegetarian,Vegetarian,Tomato & Onion Raita,"Yoghurt with sliced onions, tomatoes, green chillies",3.49,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298770396_tandoori_starters.png?alt=media&token=0ea7b51b-9dec-4a92-bd2c-fb282f21e1d1
"267fb6f8-604c-471d-849e-56745c6bbec1",Rice & Biryani,Rice & Biryani,Vegetable Fried Rice,"",5.49,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298773383_veg_mains.png?alt=media&token=54d292c1-3d90-4e07-80c9-cedc3d2136a1
d63cdbbb-c2eb-4707-abf3-7b293b603f74,Alcoholic Drinks,"Cocktails, Spirits & Wines",UI Deleted Item,Test,5.0,test.png
"65971972-eaa6-4e11-8971-77d9fac2f311",Alcoholic Drinks,"Cocktails, Spirits & Wines",Soft Delete Test Item,Should vanish,99.99,test.png
"40d0fa99-e415-4732-b239-8c79dcc23367",Alcoholic Drinks,"Cocktails, Spirits & Wines",UI Deleted Item,Test,5.0,test.png
"351efef0-b5d4-4e07-84c7-b960c9208fb3",Alcoholic Drinks,"Cocktails, Spirits & Wines",Param Test,,2.0,
b9e5d3e0-fe09-4a6c-9641-713038f30c58,Alcoholic Drinks,"Cocktails, Spirits & Wines",Cycle Test,,1.0,
"55cd9cfa-5019-4626-b4a4-3b76d14827a7",Alcoholic Drinks,"Cocktails, Spirits & Wines",test,test,12.99,/images/test/test.png
"428c0fe4-3a77-462a-882b-9dca56634a66",Alcoholic Drinks,"Cocktails, Spirits & Wines",Archive Test,,3.0,
e1e6715e-89d2-4dab-b71b-fe8566fcbc02,Mains - Vegetarian,Mains - Vegetarian,Aloo Gobi,Cauliflower tossed with baby potatoes with nice masala,5.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298605534_veg_mains.png?alt=media&token=77adce9f-bb69-4545-8a0a-0b3ea26f855c
"957d4d10-c19c-4edf-b69f-16bb771d6e10",Starters - Non-Vegetarian,Non-Vegetarian,Amritsari Fry Machhi,Tilapia marinated in gram flour.,8.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298606604_amritsari_fish.png?alt=media&token=4726222a-5a24-446f-a4cb-905706160284
"43a04adc-3a47-4354-aecc-4ed9acd52cf9",Mains - Non-Vegetarian,Mains - Non-Vegetarian,Badami Korma,"Chicken or Lamb marinated with mild spices, almond",12.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298611136_curry_chicken.png?alt=media&token=915fa192-69fa-4a5e-bb90-0c3474dca142
"9fca4308-90c5-45ef-a12e-df7b7501c4a5",Non-Alcoholic Drinks,"Soft drinks, Hot drinks & Mocktails",Baithak Ki Masala Chai,"Rich Indian tea with spices (cinnamon, ginger, cardamom, cloves, rose, tulsi). Served with biscuit.",3.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298613218_soft_drinks.png?alt=media&token=2c3749e0-83bd-4dce-a421-8e3aa51826f9
a356971f-8c21-4398-a9ad-338a8935a3f1,Desserts,Sweet treats,Brownie With Ice Cream,Rich chocolate brownie served with a scoop of chocolate ice-cream & chocolate sauce.,6.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298622710_desserts.png?alt=media&token=da758c89-74e3-4665-9891-a6c695df0570
"0fe2d0aa-a7d1-4ac2-bf7d-944fc47c39a7",Mains - Vegetarian,Mains - Vegetarian,Chana Masala,Chickpeas cooked with Indian spices,5.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298631784_veg_mains.png?alt=media&token=fa8e5e62-fdf9-45ee-ad9e-a6dc43182e7b
"4f44eeb7-5cad-4860-9193-d2f7fdb855e5",Non-Alcoholic Drinks,"Soft drinks, Hot drinks & Mocktails",English Tea,"",3.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298660744_soft_drinks.png?alt=media&token=12a9f5f8-77af-48fd-9121-3876333e9962
e66ba4d1-23e3-447c-9714-a668454297ec,Non-Alcoholic Drinks,"Soft drinks, Hot drinks & Mocktails",Fever-Tree Rose Lemonade,"",3.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298663860_soft_drinks.png?alt=media&token=86488f87-2a66-4c37-a2aa-68a71519be29
"0e17cd0f-3ce9-4672-ba69-f0a2d6715a1a",Beers,"Lagers, IPAs & Ciders",Heineken,"330ml",3.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298672346_beers.png?alt=media&token=2133ba83-d0bc-4706-a237-c7de676f976b
d4101175-c3db-4bfe-bb26-5d05297bc3f3,Rice & Biryani,Rice & Biryani,Lamb Biryani,Served with raita. Sealed in handi.,14.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298694637_curry_chicken.png?alt=media&token=d02c7837-b527-49af-8a2f-5c668b77e9e6
"02cb57b1-8aab-4a54-9a0b-7341a604eb59",Alcoholic Drinks,"Cocktails, Spirits & Wines",Laphroaig 10,(25ml / 50ml),6.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298700215_cocktails.png?alt=media&token=a2ccaac2-e7d8-4142-8a6f-0f720b911589
"249ace2b-a19d-4f36-ab82-960d6c21c7b0",Starters - Non-Vegetarian,Non-Vegetarian,Malmali Seekh Kebab,"Lamb kebabs seasoned with ginger, garlic, chilli, cheese",7.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298709922_tandoori_starters.png?alt=media&token=88b6d56c-0f4d-4093-bf2c-b59deed5e47f
"47da8c85-893e-4e61-8e2d-11c47d3fda0a",Starters - Vegetarian,Vegetarian,Mushroom Lollypop,"Mushrooms stuffed with cottage cheese/cheddar, served with raw mango chutney",7.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298723295_veg_mains.png?alt=media&token=9a075151-1c2b-4d69-ac56-fcc3b5f1c7a0
d150ad77-a3fe-44ab-8a85-93886ea3b567,Alcoholic Drinks,"Cocktails, Spirits & Wines",Remy Martin XO,(25ml / 50ml),7.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298751864_cocktails.png?alt=media&token=2b4ff452-7337-4cb2-9332-161defa10510
"284990e1-25c5-4ac9-85ed-c5147daa2b6c",Mains - Vegetarian,Mains - Vegetarian,Saag Bhaji,Spinach and feugreek leaves with spices,5.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298754847_veg_mains.png?alt=media&token=a56355ba-8132-4e00-a69b-1893c784b8d5
"47f276eb-bdce-49da-99cc-6c67c174d72f",Starters - Non-Vegetarian,Non-Vegetarian,Tandoori Lasuni Jheenga,King prawn roasted with garlic and yoghurt masala,12.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298767298_tandoori_starters.png?alt=media&token=24c3641c-bb99-43f5-9409-ded430b21b63
eeb2b667-87c3-4c5c-b49f-322b4568fe18,Starters - Non-Vegetarian,Non-Vegetarian,Amritsari Fry Machhi,Tilapia marinated in gram & rice flour. Served with Schezwan chutney,8.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298607905_tandoori_starters.png?alt=media&token=1139de4a-9a5c-45f4-b114-87fdb0a9dbdc
a7101712-d0cf-48df-ba23-dab3c5e2fa77,Alcoholic Drinks,"Cocktails, Spirits & Wines",Amrut Peated/Narangi,(25ml / 50ml),9.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298610108_cocktails.png?alt=media&token=63bb1f75-7c1b-4eab-8336-0ef275db3a73
"53bfd0f5-43e1-4945-ad0b-79ff390c2773",Non-Alcoholic Drinks,"Soft drinks, Hot drinks & Mocktails",Baithak Ki Mango Lassi,"Alphonso mango, yoghurt, pistachio, rose",4.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298612182_soft_drinks.png?alt=media&token=c34c2584-05f2-4807-8741-e7007cb22f2f
adbae082-be6b-436f-a60c-4cf982993063,Alcoholic Drinks,"Cocktails, Spirits & Wines",Baithak Mojito,"Mint/Passion/Strawberry/Blueberry, Rum, mint, lime, soda",8.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298614313_cocktails.png?alt=media&token=5d67ceab-d679-469a-b805-450a4dc97cf2
f8b1bcf4-7342-4b5f-9762-b32e167eeab2,Alcoholic Drinks,"Cocktails, Spirits & Wines",Black Label / Chivas 12,(25ml / 50ml),6.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298618578_cocktails.png?alt=media&token=da1cb029-08ef-4be2-bdae-63c37a3f578f
"19a8e6c6-03c1-44a2-848c-ec121e4eac37",Mains - Non-Vegetarian,Mains - Non-Vegetarian,Butter Chicken,Boneless chicken in tomato gravy.,12.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298624903_butter_chicken.png?alt=media&token=24659de7-6b64-445c-aaf5-ec36d6e1d0a6
"11f51435-64b9-40a3-aed4-00192988e215",Starters - Non-Vegetarian,Non-Vegetarian,Chicken Lolly Pop,"Wings marinated in cornflour, chilli, soy, vinegar. Served with Hot & Sour sauce",7.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298638246_curry_chicken.png?alt=media&token=b11ff2e6-4134-4be0-8654-5b174bd26a35
"13b86f5b-76e1-4013-b674-fc123fa1ac04",Alcoholic Drinks,"Cocktails, Spirits & Wines",Cosmopolitan,"Vodka, Cranberry, Cointreau, citrus",8.49,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298649421_cocktails.png?alt=media&token=3a28a058-fc73-4ffe-9dee-d11f74675da7
"7e020813-3c83-4545-847b-7b5bad4c5f64",Mains - Non-Vegetarian,Mains - Non-Vegetarian,Delhi Wala Butter Chicken,Boneless Tandoori Chicken in creamy tomato gravy with fenugreek,12.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298657656_curry_chicken.png?alt=media&token=87c0cf6c-468d-4f51-966d-80191da02660
"4f6f90ea-e2cb-4654-9c48-971194d43161",Roti & Naan,Roti & Naan,Garlic Naan,Naan with fresh garlic.,4.49,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298668056_naan_assortment.png?alt=media&token=732d5bc1-a449-4100-afda-08f7d223fd7a
"27770932-002d-4c9f-ba6e-4e32f7d0b708",Alcoholic Drinks,"Cocktails, Spirits & Wines",Gordons / Tanqueray,(25ml / 50ml),4.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298670305_cocktails.png?alt=media&token=80d2be1a-9210-4b9f-bc40-7e70786f2435
"1acf7698-db9f-4cdf-96de-88a4cef7a50c",Alcoholic Drinks,"Cocktails, Spirits & Wines",Himalayan Blitz,"Lemon, Cucumber, Himalayan Salt, Soda",4.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298674663_cocktails.png?alt=media&token=b254a414-0e27-492b-a9c8-6b41eb92f000
"5315d707-c52a-4fee-be98-0ac12cb02bb9",Alcoholic Drinks,"Cocktails, Spirits & Wines",House Special 12yr,(25ml / 50ml),6.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298676714_cocktails.png?alt=media&token=5171e877-90a7-4df3-b732-5c273cb7ac01
"7d2305aa-35c2-4971-957a-c6289677e2c7",Mains - Vegetarian,Mains - Vegetarian,Jeera Aloo,"Potatoes tossed with garlic, cumin, mustard seeds",5.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298680846_veg_mains.png?alt=media&token=220c88f5-25ad-41be-8730-b659642b67ae
f640b9fb-2791-426d-b3c0-e2e553017838,Roti & Naan,Roti & Naan,Kashmiri Naan,"Stuffed with raisin, almonds, coconut",3.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298685050_naan_breads.png?alt=media&token=4e4233ae-74a6-4988-9c05-d3b9c1fcfc5d
ff01f009-2f37-48f8-83ca-066d1b590b32,Mains - Non-Vegetarian,Mains - Non-Vegetarian,King Prawn Masala,"Jumbo prawn with spring onion, curry leaves, tomato masala",16.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298691548_curry_chicken.png?alt=media&token=51cbdf7f-3914-4e2f-886a-ab01d8f8d457
"242172f8-0481-4751-b3b2-fde7f809bc93",Rice & Biryani,Rice & Biryani,Lamb Biryani,Aromatic basmati rice with lamb.,14.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298695715_biryani_rice_bowl.png?alt=media&token=1195d64f-fd75-45e2-aaf2-f80b0870e864
"057f6db4-e492-42f2-823c-9caa75b3033c",Alcoholic Drinks,"Cocktails, Spirits & Wines","Lemon, Cucumber & Mint","Muddled mint/lemon, soda",4.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298702240_cocktails.png?alt=media&token=58a64a3f-4e93-4b46-8815-b6e0b487ed82
"0347fc68-3987-411d-893e-d436e4b0f4d1",Non-Alcoholic Drinks,"Soft drinks, Hot drinks & Mocktails",Low/No Alcohol,Peroni/Heineken/Guinness,3.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298706586_soft_drinks.png?alt=media&token=c57b898c-1649-48f3-9f08-d33bd86a245d
"68d8c3c1-093d-4318-9ce2-f15f9777e8f5",Non-Alcoholic Drinks,"Soft drinks, Hot drinks & Mocktails",Mango Lassi,Yoghurt drink with mango.,4.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298710963_indian_drink_lassi.png?alt=media&token=502f55f8-3b22-431e-aa6b-33af57dc5d1a
bb2abad0-2fac-491b-85d8-50079e088727,Alcoholic Drinks,"Cocktails, Spirits & Wines",Baithak Pimm's,"Pimm's, lemonade, mint, orange",8.49,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298615408_cocktails.png?alt=media&token=582e245f-2402-4daa-ac6a-7015666de528
a0b59d83-477c-49c4-9875-5edab851d7bb,Alcoholic Drinks,"Cocktails, Spirits & Wines",Blue Lagoon,"Blue curacao, vodka, lime, lemonade",8.49,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298619576_cocktails.png?alt=media&token=17912da7-7a30-48b8-9389-48fdf3ac83a5
"3dfe6b62-ae3c-423e-b315-c01bbbba9d1c",Alcoholic Drinks,"Cocktails, Spirits & Wines",Bombay Sapphire,(25ml / 50ml),5.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298621677_cocktails.png?alt=media&token=5aff565c-aff3-4e45-91c0-1d14c290e5da
"71618e1f-9be4-44b9-beeb-15a2980d15fd",Roti & Naan,Roti & Naan,Butter / Garlic / Chilli Naan,Choice of flavour,3.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298626068_naan_breads.png?alt=media&token=572c9297-b81d-4168-94ee-af28e341a1d2
"6fe2cc9a-d068-4a1d-a30e-18f5539e23d8",Starters - Vegetarian,Vegetarian,Cabbage Salad,With sweet flavour,4.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298628603_tandoori_starters.png?alt=media&token=37319d9c-edad-4c38-979e-eb7fb1224785
"393e8bad-9a5e-4c64-8b2c-b480b6a8900a",Rice & Biryani,Rice & Biryani,Chicken Biryani,Served with raita. Sealed in handi.,13.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298635116_curry_chicken.png?alt=media&token=0f0506a5-eb24-46ca-9a42-d040d5e8daec
"167a7772-5801-47dc-bb3e-e02091a5d73b",Mains - Non-Vegetarian,Mains - Non-Vegetarian,Chicken Jalfrezi,"Cooked with onion, green chillies, cumin, curry leaves, fenugreek",12.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298637168_curry_chicken.png?alt=media&token=3271167d-e5b4-4c30-a867-f35bdd84315b
"6ed4359c-77ec-41bc-8f53-c74350f3a198",Starters - Non-Vegetarian,Non-Vegetarian,Chicken Tikka,Marinated chicken breast.,7.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298639297_chicken_tikka.png?alt=media&token=5d0db2a8-80dc-441e-a7ec-88aeba84f887
"3476af74-6411-465e-97b9-5bf0d38ba78d",Roti & Naan,Roti & Naan,Chilli & Cheese Naan,Stuffed with cheese and green chilli,4.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298641591_naan_breads.png?alt=media&token=476e67f3-2f66-4ce7-9b7a-a397539329e8
"5625bd37-7df6-4b7e-ac89-bfb3695a5326",Starters - Vegetarian,Vegetarian,Chilli Paneer,"Fried paneer cubes tossed in spicy, tangy soy sauce with onions/peppers",8.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298643715_veg_mains.png?alt=media&token=216cb521-8543-4fc6-a54d-933471ea6ab9
a61c2be9-f33e-4c2c-b0d6-012fcf398917,Non-Alcoholic Drinks,"Soft drinks, Hot drinks & Mocktails",Coke,Soft drink.,1.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298645946_coke_glass.png?alt=media&token=ceb3f95c-3bea-406b-aa75-886efdcc52e5
"072f66e4-4ccc-4017-9698-1b72d7c57fc5",Mains - Vegetarian,Mains - Vegetarian,Dal Maharani,"Black lentils/kidney beans simmered overnight, finished with cream/butter",11.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298652467_veg_mains.png?alt=media&token=5eb9ac30-8696-4ecf-9bba-804e70401768
"731ba280-80b4-4571-b8e0-dbe58ceb9b89",Non-Alcoholic Drinks,"Soft drinks, Hot drinks & Mocktails",Decaf Coffee,"",2.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298654521_soft_drinks.png?alt=media&token=e2c37216-ef78-4dea-bb85-59b51b176d9e
"257edd7a-d40c-4cf2-9b6a-8ae48e22efb6",Non-Alcoholic Drinks,"Soft drinks, Hot drinks & Mocktails",Fever-Tree Ginger Beer,"",3.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298662836_beers.png?alt=media&token=a841b2d0-f0fa-4617-bda5-77d9d5af8575
"29174c2d-d240-46f2-a64f-825eceebd3e4",Desserts,Sweet treats,Gajar (Carrot) Halwa,"Carrot cooked with milk, Butter ghee garnish with pistachio.",6.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298667002_desserts.png?alt=media&token=1dbfae16-d54c-429c-8feb-92fb0e9647da
"2a7841e1-8403-4e91-b6e0-76647ea919b3",Non-Alcoholic Drinks,"Soft drinks, Hot drinks & Mocktails",Gur (Jaggery) Wali Baithak Ki Chai,Traditional tea with jaggery instead of sugar. Served with Parle-G.,3.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298671353_soft_drinks.png?alt=media&token=686559eb-3676-4b0e-983c-514a2f0f7ba9
"67f5543b-98c8-4096-9e8d-09e2fe7a9744",Alcoholic Drinks,"Cocktails, Spirits & Wines",Jaljeera Mojito,"Soda, jaljeera, lemon, tamarind",5.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298679834_cocktails.png?alt=media&token=768feaf2-c889-4a6c-8994-837d094d8849
"3608106c-e22f-4eb8-baff-eaa329d4c269",Roti & Naan,Roti & Naan,Keema Naan,Stuffed with spiced minced meat,4.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298686068_naan_breads.png?alt=media&token=aee0f455-1285-4af5-93fa-2c0877120e48
"0b8d0262-35cd-4b06-a4f1-c67079ffe182",Beers,"Lagers, IPAs & Ciders",Kingfisher Bottle (Big),"",6.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298688377_beers.png?alt=media&token=fcf0d762-9d76-42d6-88df-5533fc0ec6ae
"62093d46-6384-40eb-9f5d-21434a6f1432",Starters - Non-Vegetarian,Non-Vegetarian,Lamb Chops,"Marinated with yoghurt and chef special spices, green apple chutney",15.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298697093_curry_chicken.png?alt=media&token=8bcaa862-0064-4d8a-9d37-fc80410ecb79
de637acc-80ca-4792-84f3-76e997b52d23,Mains - Non-Vegetarian,Mains - Non-Vegetarian,Lamb Rogan Josh,Boneless lamb slow cooked with Kashmiri chilli oil,14.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298699191_curry_chicken.png?alt=media&token=bfb68650-f0c5-45ad-b28e-cecd1afc274b
"1f8a26a2-5972-4071-8c49-188dab215d59",Alcoholic Drinks,"Cocktails, Spirits & Wines",Long Island Iced Tea,"Vodka, Gin, Tequila, Rum, lime, cola",8.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298705550_cocktails.png?alt=media&token=8e41cc32-ff25-4b4a-b6fc-6a9df9fd3d4a
eca71040-939e-42b0-a038-096821190c88,Non-Alcoholic Drinks,"Soft drinks, Hot drinks & Mocktails",Mineral Water,Still / Sparkling (750ml),4.29,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298714096_soft_drinks.png?alt=media&token=efcddb95-94b7-4923-8096-e30fd4951af4
a6c2b88b-56b0-49e9-8f14-a7f1d5cc855e,Desserts,Sweet treats,Moong Dal Halwa,Indian dessert cooked with butter ghee and orange lentils. Garnish with khoya and cashew.,6.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298716118_veg_mains.png?alt=media&token=77234429-f2aa-46e9-96f1-5244ee0f8c3d
"1bcdb6fd-c4e9-4dea-b01a-c5afca401353",Mains - Vegetarian,Mains - Vegetarian,Mushroom Bhaji,Mushroom cooked with onion and spices,5.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298722248_veg_mains.png?alt=media&token=8b7cf0f9-4609-4d80-b048-485c6c6c1005
"9e37d631-14ef-40ae-8695-990ae9a0a05b",Rice & Biryani,Rice & Biryani,Mushroom Rice,Cooked with mushrooms and spices,5.49,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298724339_veg_mains.png?alt=media&token=fd756b70-17c2-43fe-a221-abdcbc2a010a
"529806f9-64d4-4a32-893a-a8ee6ca2f85a",Alcoholic Drinks,"Cocktails, Spirits & Wines",Old Monk,Indian Dark Rum (25ml / 50ml),7.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298726457_cocktails.png?alt=media&token=40d601f5-4982-4fa3-86c6-6d2b93ae0370
"6447c134-6586-4bf8-a1b3-a7c46df1af42",Alcoholic Drinks,"Cocktails, Spirits & Wines",Paul John Nirvana,(25ml / 50ml),6.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298734809_cocktails.png?alt=media&token=e0da2d9c-4f4e-46e0-9561-eed22de609f9
fb9ff16d-6b72-4fa3-8ae0-4ee0182f5ba3,Roti & Naan,Roti & Naan,Peshwari Naan,Naan with dried fruits.,4.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298736866_naan_assortment.png?alt=media&token=7aafdca1-553c-4b76-91be-f770cb2c08a7
"394e74d7-e710-4525-9c49-ebbecee513dc",Desserts,Sweet treats,Matka Kulfi,Traditional Kulfi garnished with pistachio & rose petals,6.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298713048_desserts.png?alt=media&token=f9ec91b8-62c8-40af-8fb3-a27b5ab19465
"306e6104-d193-415e-a202-c8878c421949",Alcoholic Drinks,"Cocktails, Spirits & Wines",Mumbai Hug,"Bombay Sapphire, Elderflower cordial",8.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298719119_cocktails.png?alt=media&token=d1a682eb-c7c3-40c0-8e8d-c03a9580fd92
aed18369-d2b1-4211-869c-b981852fd586,Starters - Vegetarian,Vegetarian,Paani Poori Shots,Served with sweet and spicy water,6.99,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298729572_tandoori_starters.png?alt=media&token=d3668887-b725-476f-b11f-00f9af75161f
de32fa4a-9a48-42d3-9a17-662009518acb,Starters - Vegetarian,Vegetarian,Pineapple Raita,Yoghurt with sweet & tart pineapple,3.49,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298737918_tandoori_starters.png?alt=media&token=19c425e2-1c3b-466b-b478-aaa6e40a8112
ea51a0ad-4c1f-46b4-a2f6-01de05103315,Alcoholic Drinks,"Cocktails, Spirits & Wines",Pornstar Martini,"Vodka, Passoa, passion fruit, lime, prosecco shot",9.49,https://firebasestorage.googleapis.com/v0/b/baithak-e55c4.firebasestorage.app/o/product%2Fmigrated_1770298741186_cocktails.png?alt=media&token=33e6c4e7-58bd-494f-bc60-4374eb7fbb20
